Date,Activity,SubActivity,Department,CostCentre,State,UOM,Source,Identifier,Quantity,Description
1/4/2034,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,2.886246618,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.984555198,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.013674378,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,81.62897486,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.101853837,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.402241169,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,2.495070336,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,5.476467941,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1764.0253,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.96453837,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,511.9546015,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,4.143996102,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,215.9081627,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.69977042,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.279370524,Diesel - Stationary
1/4/2034,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,445.782376,Diesel - Stationary
1/4/2034,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,52.58412,Diesel - Stationary
1/4/2034,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.19548,LPG - Cylinders
1/4/2034,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.56858,LPG - Bulk liquid
1/4/2034,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,71.3502,Engine oil
1/4/2034,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1522.0,Grid electricity
1/4/2034,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,2156.31,Grid electricity
1/4/2034,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,77914.7,Grid electricity
1/4/2034,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24305164.55,Grid electricity
1/4/2034,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,340597.2,Grid electricity
1/4/2034,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,106302.34,Grid electricity
1/4/2034,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,134725.1,Grid electricity
1/4/2034,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,170047.86,Grid electricity
1/4/2034,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,671040.0,Ore Milled
1/4/2034,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1400000.0,BRW Non-Beneficiated Ore - HG
1/4/2034,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1637.8169,Cyanide
1/4/2034,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0571,Lime
1/4/2034,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2927.2656,Lime
1/4/2034,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,112.69,Soda ash
1/4/2034,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14638.0,Gold Recovered
1/4/2034,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,15711.0,Gold Sold
1/4/2034,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1213.426,Grinding Media
1/4/2034,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.9049,Tyres
1/4/2034,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.3811,Tyres
1/4/2034,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,33.6535,Tyres
1/4/2035,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,846168.174,Explosives
1/4/2035,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,19.72176,Acetylene gas
1/4/2035,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,2.495064806,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,0.987395522,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.01584057,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,70.45386384,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Environment,QLD,kL,Budget,Budget|Diesel|Environment,0.101151566,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,6.402894157,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,2.156750934,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,4.725821899,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,1522.518147,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,12.9642591,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,441.8696337,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,4.143842506,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,186.3475096,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,45.69476391,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.279852667,Diesel - Stationary
1/4/2035,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,384.7474509,Diesel - Stationary
1/4/2035,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,52.58412,Diesel - Stationary
1/4/2035,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.17376,LPG - Cylinders
1/4/2035,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,82.56858,LPG - Bulk liquid
1/4/2035,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,61.5762,Engine oil
1/4/2035,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1522.0,Grid electricity
1/4/2035,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,2156.31,Grid electricity
1/4/2035,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,77914.7,Grid electricity
1/4/2035,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,24305164.55,Grid electricity
1/4/2035,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,340597.2,Grid electricity
1/4/2035,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,106302.34,Grid electricity
1/4/2035,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,134725.1,Grid electricity
1/4/2035,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,170047.86,Grid electricity
1/4/2035,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,671040.0,Ore Milled
1/4/2035,Mining,Ore ROM,Mining,ROM,QLD,t,Budget,Budget|Ore ROM|ROM,1208333.33,BRW Non-Beneficiated Ore - HG
1/4/2035,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,1413.592,Cyanide
1/4/2035,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0493,Lime
1/4/2035,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,2526.509,Lime
1/4/2035,Reagent,Soda Ash,Mining,Projects and Work Orders,QLD,kg,Budget,Budget|Soda Ash|Projects and Work Orders,97.26,Soda ash
1/4/2035,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14638.0,Gold Recovered
1/4/2035,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,15711.0,Gold Sold
1/4/2035,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,1047.3022,Grinding Media
1/4/2035,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,1.6441,Tyres
1/4/2035,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,2.0552,Tyres
1/4/2035,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,29.0462,Tyres
1/4/2036,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,507700.9058,Explosives
1/4/2036,Combustion,Acetylene,Mining,,QLD,m3,Budget,Budget|Acetylene|nan,40.06797,Acetylene gas
1/4/2036,Combustion,Diesel,Mining,,QLD,kL,Budget,Budget|Diesel|nan,1915.865814,Diesel - Stationary
1/4/2036,Combustion,LPG,Mining,,QLD,kL,Budget,Budget|LPG|nan,0.281817,LPG - Cylinders
1/4/2036,Combustion,Lubricants,Mining,,QLD,kL,Budget,Budget|Lubricants|nan,38.62359,Engine oil
1/4/2036,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,23958473.643,Grid electricity
1/4/2036,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,613192.3333,Ore Milled
1/4/2036,Mining,Ore ROM,Mining,,QLD,t,Budget,Budget|Ore ROM|nan,725000.0,BRW Non-Beneficiated Ore - HG
1/4/2036,Reagent,Cyanide,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Cyanide|Leach & Adsorption,848.1552,Cyanide
1/4/2036,Reagent,Lime,Mining Open Pit,Projects and Work Orders,QLD,t,Budget,Budget|Lime|Projects and Work Orders,0.0296,Lime
1/4/2036,Reagent,Lime,Processing,Leach & Adsorption,QLD,t,Budget,Budget|Lime|Leach & Adsorption,1515.9054,Lime
1/4/2036,Reagent,Soda Ash,Mining,,QLD,kg,Budget,Budget|Soda Ash|nan,59.977,Soda ash
1/4/2036,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14547.6667,Gold Recovered
1/4/2036,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/4/2036,Wear Item,Grinding Media,Processing,Milling,QLD,t,Budget,Budget|Grinding Media|Milling,628.3813,Grinding Media
1/4/2036,Wear Item,Tyres,Maintenance,Hauling,QLD,Each,Budget,Budget|Tyres|Hauling,0.9865,Tyres
1/4/2036,Wear Item,Tyres,Maintenance,Mobile Equipment,QLD,Each,Budget,Budget|Tyres|Mobile Equipment,1.2331,Tyres
1/4/2036,Wear Item,Tyres,Mining Open Pit,Projects and Work Orders,QLD,Each,Budget,Budget|Tyres|Projects and Work Orders,17.4277,Tyres
1/4/2037,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,47.75685,Diesel - Stationary
1/4/2037,Combustion,LPG,Processing,,QLD,kL,Budget,Budget|LPG|nan,117.383025,LPG - Bulk liquid
1/4/2037,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,23958473.643,Grid electricity
1/4/2037,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,613192.3333,Ore Milled
1/4/2037,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14547.6667,Gold Recovered
1/4/2037,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/4/2038,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,47.75685,Diesel - Stationary
1/4/2038,Combustion,LPG,Processing,,QLD,kL,Budget,Budget|LPG|nan,117.383025,LPG - Bulk liquid
1/4/2038,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,23958473.643,Grid electricity
1/4/2038,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,613192.3333,Ore Milled
1/4/2038,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14547.6667,Gold Recovered
1/4/2038,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/4/2039,Combustion,Diesel,Processing,,QLD,kL,Budget,Budget|Diesel|nan,47.75685,Diesel - Stationary
1/4/2039,Combustion,LPG,Processing,,QLD,kL,Budget,Budget|LPG|nan,117.383025,LPG - Bulk liquid
1/4/2039,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,23958473.643,Grid electricity
1/4/2039,Milling,Ore Milled,Processing,,QLD,t,Budget,Budget|Ore Milled|nan,613192.3333,Ore Milled
1/4/2039,Revenue,Gold Recovered,Processing,,QLD,oz,Budget,Budget|Gold Recovered|nan,14547.6667,Gold Recovered
1/4/2039,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/4/2040,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,21.72,Diesel - Stationary
1/4/2040,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,6.4357446,Engine oil
1/4/2040,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/4/2040,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/4/2041,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,21.72,Diesel - Stationary
1/4/2041,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,6.4357446,Engine oil
1/4/2041,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/4/2041,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/4/2042,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,4.5250362,Diesel - Stationary
1/4/2042,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,1.3407756,Engine oil
1/4/2042,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/4/2042,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/4/2043,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,4.5250362,Diesel - Stationary
1/4/2043,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,1.3407756,Engine oil
1/4/2043,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/4/2043,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/4/2044,Combustion,Diesel,Administration,,QLD,kL,Budget,Budget|Diesel|nan,4.5250362,Diesel - Stationary
1/4/2044,Combustion,Lubricants,Administration,,QLD,kL,Budget,Budget|Lubricants|nan,1.3407756,Engine oil
1/4/2044,Electricity,Grid Power,Commercial & Administration,,QLD,kWh,Budget,Budget|Grid Power|nan,1065231.423,Grid electricity
1/4/2044,Revenue,Gold Sold,Sales,,QLD,oz,Budget,Budget|Gold Sold|nan,14958.4167,Gold Sold
1/5/2026,Blasting,Explosives,Mining Open Pit,Blasting,QLD,t,Budget,Budget|Explosives|Blasting,437673.1946,Explosives
1/5/2026,Combustion,Acetylene,Mining,Projects and Work Orders,QLD,m3,Budget,Budget|Acetylene|Projects and Work Orders,40.79016,Acetylene gas
1/5/2026,Combustion,Diesel,Mining,Blasting,QLD,kL,Budget,Budget|Diesel|Blasting,3.416478927,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Crushing - Fixed,QLD,kL,Budget,Budget|Diesel|Crushing - Fixed,6.979992063,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Crushing - Supplemental,QLD,kL,Budget,Budget|Diesel|Crushing - Supplemental,0.158836735,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Drilling - Production,QLD,kL,Budget,Budget|Diesel|Drilling - Production,3.958250666,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Exploration and Development,QLD,kL,Budget,Budget|Diesel|Exploration and Development,5.658259325,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Geotechnical,QLD,kL,Budget,Budget|Diesel|Geotechnical,1.337844499,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Grade Control,QLD,kL,Budget,Budget|Diesel|Grade Control,0.25430102,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Hauling,QLD,kL,Budget,Budget|Diesel|Hauling,796.548192,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Light Vehicles,QLD,kL,Budget,Budget|Diesel|Light Vehicles,14.17393961,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Loading,QLD,kL,Budget,Budget|Diesel|Loading,216.0342452,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Management Services,QLD,kL,Budget,Budget|Diesel|Management Services,3.557630551,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Mobile Equipment,QLD,kL,Budget,Budget|Diesel|Mobile Equipment,113.141841,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Nolans South Crusher,QLD,kL,Budget,Budget|Diesel|Nolans South Crusher,39.5591712,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Operations Administration,QLD,kL,Budget,Budget|Diesel|Operations Administration,0.502170515,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Diesel|Projects and Work Orders,886.176,Diesel - Stationary
1/5/2026,Combustion,Diesel,Mining,Rehandling,QLD,kL,Budget,Budget|Diesel|Rehandling,218.0575968,Diesel - Stationary
1/5/2026,Combustion,Diesel,Utilities,Site Power Generation,QLD,kL,Budget,Budget|Diesel|Site Power Generation,2231.04582,Diesel - Power generation
1/5/2026,Combustion,LPG,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|LPG|Projects and Work Orders,0.2172,LPG - Cylinders
1/5/2026,Combustion,LPG,Processing,Gold Room,QLD,kL,Budget,Budget|LPG|Gold Room,74.391,LPG - Bulk liquid
1/5/2026,Combustion,Lubricants,Mining,Projects and Work Orders,QLD,kL,Budget,Budget|Lubricants|Projects and Work Orders,21.11184,Engine oil
1/5/2026,Electricity,Grid Power,Commercial & Administration,Brisbane Office,QLD,kWh,Budget,Budget|Grid Power|Brisbane Office,1601.0,Grid electricity
1/5/2026,Electricity,Grid Power,Commercial & Administration,Crushing - Fixed,QLD,kWh,Budget,Budget|Grid Power|Crushing - Fixed,287991.26,Grid electricity
1/5/2026,Electricity,Grid Power,Commercial & Administration,Management Services,QLD,kWh,Budget,Budget|Grid Power|Management Services,123722.1,Grid electricity
1/5/2026,Electricity,Grid Power,Commercial & Administration,Milling,QLD,kWh,Budget,Budget|Grid Power|Milling,14202707.51,Grid electricity
1/5/2026,Electricity,Grid Power,Commercial & Administration,Nolans South Crusher,QLD,kWh,Budget,Budget|Grid Power|Nolans South Crusher,338100.35,Grid electricity
1/5/2026,Electricity,Grid Power,Commercial & Administration,Residential,QLD,kWh,Budget,Budget|Grid Power|Residential,164310.34,Grid electricity
1/5/2026,Electricity,Grid Power,Commercial & Administration,Suhrs Creek Rd,QLD,kWh,Budget,Budget|Grid Power|Suhrs Creek Rd,79806.74,Grid electricity
1/5/2026,Electricity,Grid Power,Commercial & Administration,Tailings Disposal,QLD,kWh,Budget,Budget|Grid Power|Tailings Disposal,156849.88,Grid electricity
1/5/2026,Electricity,Site Power,Processing,Milling,QLD,kWh,Budget,Budget|Site Power|Milling,7969800.0,Site electricity
